DIFF_ND,DIFF_NF,DIFF_EN,SIZE_LA,SIZE_LD,PURP_FIX,PURP_MR,SKIP_DOC,SKIP_MET,SKIP_COM,SKIP_FRM,SKIP_BLD,LABEL,CM_filter,CM_iso639,CM_maven,CM_plugin,CM_pom,CM_prepare,CM_release,CM_script,CM_solr,CM_version
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,2,3,0,0,1,0,0,0,0,1,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034007331609877,0.8640530665722911,0.0,0.0
0,1,0.0,4,22,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0.0,4,2,0,0,1,0,0,0,0,0,0.0,0.0,0.6211287865874565,0.6230219098802455,0.0,0.0,0.47543951274748397,0.0,0.0,0.0
0,1,0.0,6,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034007331609877,0.8640530665722911,0.0,0.0
0,1,0.0,8,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,2,3,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3880278355996509,0.6660233471651812,0.0,0.6370614568711083
0,1,0.0,19,32,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,2,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.5,2,4,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,1,2,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226442165935412,0.0,0.6912201792655558
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,2,3,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
5,12,0.8215124788890974,158,207,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12,0.8215124788890974,158,207,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,3,4,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,0.38283673874231317,219,491,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5034007331609877,0.8640530665722911,0.0,0.0
1,1,0.0,0,2,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,8,0.39062738149672294,151,497,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0.5271843060574489,0.5287910982572975,0.0,0.5287910982572975,0.4035302420567858,0.0,0.0,0.0
0,1,0.0,1,1,0,0,1,0,0,0,0,0,0.4149839392381203,0.41857481823480647,0.31056321471084314,0.31150977276506364,0.0,0.31150977276506364,0.47543770846829186,0.0,0.36880380921665384,0.0
0,1,0.0,1,1,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.5674957908720732,0.0,0.31949292261656853,0.5483878376607491,0.0,0.5245413036607998
